ticker,date,open,high,low,close
YFI,2020-07-22,1023.59,1496.99,940.88,1202.4
YFI,2020-07-23,1202.4,2243.06,1124.04,1899.86
YFI,2020-07-24,1899.86,3251.39,1703.4,3149.15
YFI,2020-07-25,3149.15,4803.8,2702.7,3401.91
YFI,2020-07-26,3401.91,3432.0,2183.18,3153.15
YFI,2020-07-27,3153.15,3210.49,2173.34,2924.21
YFI,2020-07-28,2924.21,3578.57,2515.22,3537.67
YFI,2020-07-29,3537.67,5255.25,3402.4,4635.07
YFI,2020-07-30,4635.07,4708.4,3896.11,4409.8
YFI,2020-07-31,4215.0,4400.0,3375.0,4225.0
YFI,2020-08-01,4229.87,4520.0,3800.0,3800.0
YFI,2020-08-02,3800.0,4148.34,3498.6,4098.36
YFI,2020-08-03,4098.36,4350.0,3632.65,3862.77
YFI,2020-08-04,3862.77,3977.1,3550.0,3688.63
YFI,2020-08-05,3688.63,4264.26,3581.36,4186.85
YFI,2020-08-06,4225.0,5050.0,4035.0,4775.0
YFI,2020-08-07,4775.0,5610.0,3530.0,4345.0
YFI,2020-08-08,4269.81,5000.0,4030.61,4599.0
YFI,2020-08-09,4599.0,4694.69,3776.0,4000.0
YFI,2020-08-10,4000.0,7381.0,3881.43,6258.43
YFI,2020-08-11,6258.43,6764.99,5698.52,6036.9
YFI,2020-08-12,6036.9,6116.71,5254.39,5751.01
YFI,2020-08-13,5751.01,5826.35,3050.26,5357.64
YFI,2020-08-14,5357.64,5357.64,4685.62,5021.12
YFI,2020-08-15,5021.12,5454.95,4165.19,5418.93
YFI,2020-08-16,5418.93,6743.19,5175.24,6664.63
YFI,2020-08-17,6664.63,9114.19,6357.92,8919.98
YFI,2020-08-18,8919.98,12797.9,8704.46,9665.48
YFI,2020-08-19,9665.48,12775.4,9600.02,12599.3
YFI,2020-08-20,12599.3,16687.3,11430.1,15290.3
YFI,2020-08-21,15290.3,15589.7,11780.4,12249.4
YFI,2020-08-22,12249.4,14437.8,11127.4,14047.7
YFI,2020-08-23,14047.7,14113.2,12013.2,12584.2
YFI,2020-08-24,12584.2,14513.1,12170.4,14507.1
YFI,2020-08-25,14507.1,14785.4,12742.6,13525.1
YFI,2020-08-26,13525.1,16378.2,13215.2,15692.6
YFI,2020-08-27,15692.6,15912.8,13977.8,14201.3
YFI,2020-08-28,14201.3,19513.4,14039.0,18864.9
YFI,2020-08-29,18864.9,27561.1,17877.3,27473.4
YFI,2020-08-30,27473.4,38888.6,26933.4,31732.5
YFI,2020-08-31,31732.5,39680.5,29764.2,34874.7
YFI,2020-09-01,34874.7,36813.9,31532.3,32003.2
YFI,2020-09-02,32003.2,32781.9,25901.9,32007.8
YFI,2020-09-03,32007.8,33365.5,27888.4,29483.5
YFI,2020-09-04,29483.5,31548.0,23988.4,27376.6
YFI,2020-09-05,27376.6,28761.9,18179.7,22197.5
YFI,2020-09-06,22197.5,25407.5,19465.1,23844.5
YFI,2020-09-07,23844.5,24633.7,20576.4,22993.6
YFI,2020-09-08,22993.6,23515.4,21103.6,22521.6
YFI,2020-09-09,22521.6,29303.8,21609.4,27651.2
YFI,2020-09-10,27651.2,34954.6,27527.6,34076.7
YFI,2020-09-11,34076.7,38327.2,31428.2,38140.7
YFI,2020-09-12,38140.7,43978.8,36353.2,43240.6
YFI,2020-09-13,43240.6,43282.4,32527.2,36858.1
YFI,2020-09-14,36858.1,42231.4,34909.1,39900.2
YFI,2020-09-15,39900.2,41528.8,35212.5,35374.1
YFI,2020-09-16,35374.1,37165.3,30635.9,34894.6
YFI,2020-09-17,34894.6,36693.8,29665.7,33271.0
YFI,2020-09-18,33271.0,34731.6,31339.6,33057.1
YFI,2020-09-19,33057.1,33199.5,27931.2,30976.6
YFI,2020-09-20,30976.6,30976.6,26269.1,28084.4
YFI,2020-09-21,28084.4,28416.0,21819.1,24011.0
YFI,2020-09-22,24011.0,26890.5,22771.7,25041.7
YFI,2020-09-23,25041.7,26242.9,21144.0,21202.4
YFI,2020-09-24,21202.4,25290.8,20374.7,25264.8
YFI,2020-09-25,25264.8,27523.8,23280.8,26831.4
YFI,2020-09-26,26831.4,31911.0,26046.9,31687.6
YFI,2020-09-27,31687.6,34195.3,28305.7,30672.6
YFI,2020-09-28,30672.6,31342.3,27659.9,28513.9
YFI,2020-09-29,28513.9,28919.9,23566.4,25075.8
YFI,2020-09-30,25075.8,25106.6,21942.5,23852.9
YFI,2020-10-01,23852.9,26222.9,21794.1,22837.6
YFI,2020-10-02,22837.6,23256.6,19090.9,21080.5
YFI,2020-10-03,21080.5,21708.1,18639.6,18881.7
YFI,2020-10-04,18881.7,20189.2,16134.0,19147.3
YFI,2020-10-05,19147.3,20402.7,17558.6,18914.8
YFI,2020-10-06,18914.8,19338.9,16189.7,16622.5
YFI,2020-10-07,16622.5,16684.1,13746.9,14895.8
YFI,2020-10-08,14895.8,17317.4,12318.6,16754.2
YFI,2020-10-09,16754.2,19432.8,15867.3,18076.4
YFI,2020-10-10,18076.4,19377.1,15897.0,16024.2
YFI,2020-10-11,16024.2,17712.6,15143.0,16927.8
YFI,2020-10-12,16927.8,17477.4,15750.7,16536.8
YFI,2020-10-13,16536.8,16701.2,15306.7,15646.3
YFI,2020-10-14,15646.3,16086.5,13761.2,14590.5
YFI,2020-10-15,14590.5,15783.7,13963.3,14629.8
YFI,2020-10-16,14629.8,14629.8,13420.2,13434.7
YFI,2020-10-17,13434.7,14157.5,13161.4,14040.1
YFI,2020-10-18,14040.1,15745.9,13932.1,15445.8
YFI,2020-10-19,15445.8,15636.4,13869.3,13869.3
YFI,2020-10-20,13869.3,14230.4,12995.8,13129.5
YFI,2020-10-21,13129.5,14695.7,12974.4,13337.8
YFI,2020-10-22,13337.8,14401.1,13176.9,13733.6
YFI,2020-10-23,13733.6,14952.3,13627.7,14913.0
YFI,2020-10-24,14913.0,15483.9,14557.7,14897.8
YFI,2020-10-25,14897.8,14897.8,14167.3,14303.3
YFI,2020-10-26,14303.3,14568.8,13224.5,13615.1
YFI,2020-10-27,13615.1,14180.8,13332.8,13386.9
YFI,2020-10-28,13386.9,13599.5,12072.5,12567.5
YFI,2020-10-29,12567.5,12947.7,10548.7,10835.9
YFI,2020-10-30,10835.9,11984.7,9678.29,11024.1
YFI,2020-10-31,11024.1,11425.4,10271.7,10504.9
YFI,2020-11-01,10504.9,11049.5,10025.3,10706.1
YFI,2020-11-02,10706.1,11232.6,10041.5,10115.2
YFI,2020-11-03,10115.2,10247.7,9346.57,9403.63
YFI,2020-11-04,9403.63,9718.11,8389.02,8581.43
